,정제된 댓글,label
2120,눈물이,0
2121,외인도 돌아오고 거칠게 없다 달리자,0
2122,백만프로 나를 저주하고 공격하고 가만 안,0
2123,오만전자로 가기 위한 힘찬 발걸음이 시작,1
2124,사전투표율 높은 이유,1
2125,대 대가,1
2126,중국 상황 영향 강하게 받고 있는 중,1
2127,김일성지시 따른 홍어들의 광주반란 민주화,0
2128,애 있으면 매국보수 싫어해,0
2129,집권 년도 아니고 개월만에 지지율,0
2130,삼전주주는 아니지만 이번주 두렵다,0
2131,불안감 조성해서 삼성 주린이들 공포감조성,0
2132,총알을 장전하고 하락을 기대해보자,1
2133,진심 억 이체 해 드리겠습니다 거,0
2134,년대 같으모 전두환이 한테 니는 벌,0
2135,범죄라도 졸라도 왜구들,0
2136,찍들 사는것도 그지같을텐데 그냥 월북해,0
2137,이 가격에선 먹을거 없다 했다,0
2138,골이깊으면 산이높다,1
2139,무상연애 더치페이연애 경험자다,1
2140,역시 빨리 탈출했던 사람이 승리,1
2141,수도권 경기도에는 부자들이 많다,1
2142,안촬스 심상정 발톱밑의 때만큼이라도 따라,1
2143,죄를지었으면 벌을 받는게 세상 이치래더라,0
2144,못생긴 남자 왔습니다,0
2145,개며니언니는 예의를 갖추더라,1
2146,삼전 지지선 깨지면 재밌을텐데,0
2147,이명박 대통령님 감사합니다,1
2148,망할,0
2149,범죄자 곧 출소,0
2150,장투 대깨 들은 걱정 도 없다,0
2151,말씀 감사,1
2152,이재용회장이 감옥에 있는데 삼전이 온전하,0
2153,재앙이,0
2154,우울할 땐 삼전 종토방으로 와,0
2155,일단 김건희를 감옥에 무기징역으로 집어넣,0
2156,저의 소원과 희망,1
2157,앞으로 어떤 불행들이 한국에 찾아올까,0
2158,내 형편에 더이상 살 돈이 없다,0
2159,조국보다 니미씨힙이다,0
2160,김대중대통령울 존경한다는 윤석열,1
2161,나스닥 오를때 손가락빨다 나스닥 기침만해,0
2162,다른 것은 재미 없고 줄리와 김건희 이야,1
2163,잘하는 짓들이다,1
2164,죄수 이재명 취조 하는검사 윤석열,0
2165,때려잡자 국민경제 파탄내는 부동산,0
2166,만원대에서 입 강하게 벌립니다,1
2167,설사 주가 바닥가도,0
2168,윤석렬 지지율 급상승,0
2169,기대 자체도 낮은데 그 기대도 못 채우는,1
2170,몇달째 이 가격 지겹다 증말,0
2171,여전히 지지율 조사나 때리는정부 앞,0
2172,너무 어려워 연탄가스 먹고 떠날라 했었다,0
2173,체르노빌 이 일깨워 준 진리,1
2174,정치쓰레기 글보다 안티글이 그립다 이유,1
2175,이재명이나 윤석렬이나 국민을 화나게 하면,0
2176,걱정마라 전라도 개표 젤많이했다 프로깠다,0
2177,쥐뿔도 배운게 없는 틀딱 좌빨 대,0
2178,미쳤냐돌았냐친일하게 일본은 지는해 베,0
2179,대통령님 감사합니다,1
2180,꼴패미 좌파 정권 증시와 함께 나락,1
2181,기복이 넘 심하다 항상 상승은 어렵기만,0
2182,한국주식 어렵다,0
2183,대가리에 거짓과 위선만 가득찬놈,0
2184,구킴 가망없다,0
2185,나라곳간 걱정하는 토착왜구,0
2186,중고 아파트가격이 비싼 이유가 뭘까,0
2187,대통령이 될 사람은 약점이 없어야 한다,0
2188,이준석 통쾌하다,1
2189,이재명과 윤석열이 범죄가 많은데 후보라니,0
2190,보수는 쉽게 세뇌시킬수 있어,1
2191,감사합니다 개미 전우님들,1
2192,말씀 감사,1
2193,나토에 가서 원전 세일,1
2194,대깨문들 바락바락 대드는거 귀엽다,1
2195,우물한 개구리 한국 재벌 세계최고 반도,1
2196,문 석이 이땅에 뿌린 쇠망의 악순환,0
2197,형들 나 어떻해야해,0
2198,조국은 깨끗한 분 말에 격분 택시 기,0
2199,어법이 틀린 글 쓰는 것들,0
2200,삼전 동학개미가 어리석은 이유,0
2201,집이 없다 자슥들아,0
2202,삼전 공매 때리는 순간,0
2203,층은 안전하려나,1
2204,범죄자의 요건,0
2205,문재인 대통령님 사랑합니다,1
2206,집은 하나씩 소유해야 된다는 억지,0
2207,달러강세 슈퍼 파동 시작된다,1
2208,대책없는색히 지지율 담주,0
2209,기회주셔서 감사합니다,1
2210,배당금 만원 감사,1
2211,국민청원 불법공매도 이대로 방치해선,0
2212,더럽게말많네 의사시험 안본시키가 불효자,0
2213,솔직히 바이든이 문대통령 예방하러 오는거,1
2214,천원에 삼성을 매수한 용감한 개미는,1
2215,박사모 요즘 사식 잘 넣고있냐,1
2216,팩트 은 국힘 지지함,0
2217,생각 해 봅시다,0
2218,좋은 주식이야,1
2219,삼성전자 주 횡령 배임사실확인삼성전자,0
2220,신고가 위에 물량 없다,0
2221,오늘부터 삼성 새로운 출발이다,1
2222,연애 하고싶다,1
2223,그래 나도 한땐 조국이 차기 지지했는데,0
2224,노후 생각하고 여유돈잇을때마다사라,1
2225,필독 유튜브 방송 말믿고 피해본사람들 증,0
2226,이가격에도 수익,1
2227,공포는 뭐다,0
2228,아직도 개셕열이 지지하면 딱 두가지 부,0
2229,신 강남 부자의 종목,1
2230,불행의 시작은,0
2231,특권층의개혁은 계속되야 우리민족이 발전,1
2232,불상해,0
2233,우크라이나는 사드가 없었고 선제타격을 못,0
2234,문대통령님 주가 올려주셔서 감사드립니다,1
2235,년동안 한달에 프로 상승도 힘든,0
2236,미치겠다,0
2237,윤석열 가족 검사 명 동원하여 탈,0
2238,이제 나라도 정상으로 가는구나,1
2239,넘사벽,1
2240,팩트 현재 곱버스로 억 넘게 수익,1
2241,이재명 문재인 부산저축은행 의혹 비난글,0
2242,한국 최고 기업맞나,1
2243,경상도 사람들의 못된 생각,0
2244,여론조작 선동꾼 민좃당 거짓말에 속지,0
2245,안사면 죽음이야 사야돼,0
2246,성폭행자도 영웅되는 문재앙 세상,1
2247,그냥 당선된거 무효로하자,0
2248,재앙을 피하는 법,0
2249,소름이다 삼성전자 조 대마재배 시장,0
2250,내년 대선 우리가 겪어보지 못한 희대의,0
2251,하이닉스 불량,0
2252,미친 너무길다 이건,0
2253,잘한게 더 많다,1
2254,의 진실은 객관적으로 밝혀야한다,1
2255,위조 사기 투기 접대부 걸레,0
2256,국징당 지지하는 우빨 니혼진들,0
2257,개미 털기 지대로 지쳐 떨어져 나가면,0
2258,이재용기소 축 내돈을 훔쳐가고 피해주면,0
2259,대의 롤모델이자 대가 가장 존경하,1
2260,불법 공매도 년 이상 형 강화,0
2261,한반도역사를 통털어 이리아름다운 영부인,1
2262,대깨는 김정은 싫고 말거 없다,0
2263,대북확성기 두려워 후퇴하는 정은이,0
2264,윤도리를 지지하는 건 무식하기 때문이다,0
2265,말씀 감사,1
2266,삼성 짜증난다 이재용 뭐하냐 주가방어좀,0
2267,망하는 것은 한순간이지,0
2268,백신맞고 시름시름,0
2269,좌빨 특징,0
2270,다들 자꾸 시장판이 정상일때 차트를 예상,1
2271,우파와 좌빨 비교 경제적 통계 계량,0
2272,코로나 환자 급증에 더블딥 공포,0
2273,대젊은이여 부동산에 분노했나요,0
2274,도로 위의 살인마,0
2275,좋아하지마셔유 국내주식두 우량주,1
2276,민주당 지지자로 보이던데,0
2277,년 최고의 잡주로,1
2278,금리인상 시즌 세계경제위기 도,0
2279,윤통 능력 넘치네,1
2280,위캔다우는 올려서 최저가까지 매도치는,1
2281,재앙이사기꾼 코로나청정국 근대지금살인범,0
2282,향후 년간 최악을 보게 될 것,0
2283,개관들 특권과 작태 없어질 때까지 수수료,1
2284,멧돼지 지지율 부정 신고가 돌파,0
2285,문재앙이의 청와대맛집,1
2286,머가 좋아서 이죽거리냐,1
2287,방역 태양광 산사태 재앙,0
2288,사랑해요 삼성,1
2289,지금 폰이 없어서 못파는 댕,0
2290,윤 지지한답시고 주가 떨어지는 거 욕도,0
2291,저는 대깨연입니다 대깨명과 정정당당히,0
2292,형수보째가 눈물작전 국민을 개돼지로,0
2293,문죄인이가 만든 한번도 경험해보지 못한,0
2294,배가 없어서 수출을 못한다잖아,0
2295,주식은 도박이자 사기나 다름이 없다,0
2296,세대 지지율 홍준표 이재명,0
2297,옛날에 필리핀이 부자나라엿는데 마르코스가,1
2298,지금은 추매 타이밍 아닙니다 냉정해 지세,0
2299,연기금 단타 극혐,0
2300,삼성전자 주 횡령 배임사실확인,0
2301,아주좋아 너무좋아,1
2302,염부장님 천국 불신 지옥,0
2303,별 희망도 없는나라,1
2304,저는 내일도 떨어질듯,0
2305,대통령 하나는 잘 뽑았네,1
2306,난 궁금해 김정은,0
2307,형은 곱버스 들어가서 행복하다,1
2308,회사튼튼해 배당잘줘 나스닥이었으면 이가격,0
2309,더듬어 만지당 만지면 좋아 하아 하이,1
2310,참고로 얘기하지만 부모는 널 어떻게 해,0
2311,대 대통령은 공약 볼껏도 없다,0
2312,이명박그네 감옥간건 괜찮은데,0
2313,저장강박증 쓰레기집 우울증,0
2314,저는 민주당 지지자는 아니지만,0
2315,디플레이션은 좋은 것이다,1
2316,삼성 폴더블 년 잃은 것,0
2317,주주들의 안전을 위하여,1
2318,불안하다 달러를 많이 사두면 좋,0
2319,문제인 정부 내려가야 주가정상,1
2320,삼성 주주분들 역사적 고점입주 축하드립니,1
2321,불체포 특권의 진정한 의미,1
2322,문재인 대통령님 지지합니다,0
2323,문재인이가 웃기는 게,1
2324,윤 지지율 조금만 더 떨어져도,0
2325,갈등이 심화되면 전쟁이 터진다,0
2326,한번도 경험해보지 못한 주식,0
2327,기대마라 대퍽락준비,1
2328,순종에 기쁘고 감사한 말씀,1
2329,어제 기관 만주 던짐 승리,1
2330,말씀 감사,1
2331,민주주의 부시와 좌빨 독재자 문재앙의 수,0
2332,내일 주가 올라도 좋고 내려도 좋고,1
2333,삼전은 혁신해야지 아니면 매력없어,1
2334,주식도 교육이수가 필요해,0
2335,윤석열은 이득 안봐도 당선인데 누가 죽였,1
2336,삼전은 단타에 최적화된 종목,1
2337,어디 꼴랑 프로 빠졌다고 죽는 소리야,0
2338,이재명의 기본소득 한국을 제 의 그리스꼴,1
2339,신뢰를 저버린것들에,1
2340,착하게 살자 가는 것은 순위 없다,0
2341,거짓말 댓글 조작,0
2342,꺄악 문재인 대통령님 감사합니다,1
2343,셈통이다 잘 망해가는군,1
2344,국민연금은 주식을 노름으로 생각한다,0
2345,삼성최고,1
2346,윤도리가 불리하긴 한 모양이다갱쌍도 벌,0
2347,이재명은 돌이 정권이 성공하길바란다고,1
2348,바보 두마리 겪어봤자나,0
2349,삼성전자 유일한 희망,1
2350,육만전자 축하드려요,1
2351,내 주식하면서 젤 후회드는게,0
2352,가치는 그대로인데 사람 마음은 오르락 내,1
2353,동학개미는 벼슬도 영예도 아닙니다,1
2354,말씀 감사,1
2355,재앙,0
2356,미련모즐리 지는해 바이오가지고 발,0
2357,여까지 삼성전자를 만든건 문제인대통령덕,1
2358,광주호남 표심이 심상정,1
2359,하다하다 추하다,0
2360,지금매수는 지옥임 월말 원때매,0
2361,조 또 불안하끼야,0
2362,디지털 범죄에 대해서,0
2363,수익으로 가는길 삼전덩크 오프닝 곡,1
2364,악마종자들은 조작하고 위선떨어도 죄책감이,0
2365,휴 좌파넘들 떠드는거보이 행복하,1
2366,고점에 쳐물린 윤돼지 지지자들,0
2367,바이든 일본 유엔 상임이사국 지지,0
2368,삼성전자 우리나라 최고 기업,1
2369,원에 반매수 아쉽다,0
2370,긍정의 결과,1
2371,하이닉스는 분위기 알고 제대로 고꾸라졌구,1
2372,오미크론 진실,1
2373,조국의 딸이 불합리한 표창장 하나로,0
2374,삼성전자여까지온건 이재명대통령덕 세종대왕,1
2375,김정은이 역사상최악 전무후무 반평화통일자,0
2376,회사는 일류,0
2377,또라이같은 정신질환 가진채로 사는 국,0
2378,이죄명 카드깡 황제의전등 불법을,0
2379,윤짜장 제일 기대되는거 외교,1
2380,축하합니다 간만에 희소식,1
2381,바보 개미들,0
2382,민주당은 개돼지들이 사유재산으로 부자되는,1
2383,주식시장의 새로운 변화는 새로운 대공항으,1
2384,상승 축하드립니다,1
2385,전세계적으로 돈이 풀리고 가치가 떨어짐,1
2386,인생의 행복 돈,1
2387,불곰 희망은 있다 진짜,1
2388,누리호 성공으로 반등,1
2389,추세선 탈피 완죤 저평가 종목 폭탄 세일,1
2390,자살도 살인이다,0
2391,내가 존중해야한다고하죠,1
2392,지옥이 뭔지,0
2393,그래 삼성 좋은,1
2394,김현미에 욕먹던 투자 드디어 빛 봤다,1
2395,증시 속보 윤정부 탈 중국 선언,0
2396,문씨 사랑모임 게시판이냐,1
2397,부정 투표는 중대범죄,0
2398,다주택 죄악시 한건 더불당,0
2399,코웨이만도 못한,0
2400,삼성전자 갤럭시 플립 가 그렇게 좋다,1
2401,양당후보 지지율 가짜여요,0
2402,지지율 정체에 그룹 퇴진 당쇄,0
2403,나한테 불만있는 넘은,0
2404,좌빨 찬티들 장시작전부터 폭등거품물때부터,0
2405,도이치모터스 주가조작 학력위조 부동시,0
2406,이벤트만 먹고 가십시오 하루에,1
2407,길 진리 생명,1
2408,당신은 왜 문재인을 좋아하나요,1
2409,미국이 지지선다깻어,0
2410,문재인은 하나도 한게 없다,0
2411,대한민국 주식은 걱정 뚝,0
2412,미친 삼전,0
2413,개성 연락사무소 폭파,1
2414,재밌는 사실 알려줄까,1
2415,삼전 가치투자,1
2416,이죄멍 형수욕의 진실,1
2417,대단하다 대단해,0
2418,윤무당폭락 전쟁조장 지지율 반등,0
2419,변동성이 이렇게 심한 장에 단기대응해야지,0
2420,주식으로 성공하려면 반드시,1
2421,절대 존경 못 받는 대 수구보수충들,1
2422,최상급,1
2423,박근혜가 죽어야 재앙이 끝난다,0
2424,국제회의에서 분이나 어버버하고 서있냐,0
2425,인간되기 힘든 토착왜구들,0
2426,겨울옷 꺼내다 깜놀,0
2427,경제를 너무나도 잘 아는 대깨문들,1
2428,결국 전자에서 수익냈네,1
2429,화재,0
2430,안철수 지지하는 것도,0
2431,무너졌다 적극 숏 공략할 것,1
2432,조지아주 민주당 승리 블루웨이브 주가 조,1
2433,다들 불안하니깐 서초구 여자 서초구 여자,0
2434,현시국은 일본이 노예 해방시켜준 덕분이다,0
2435,주가 좋으면,1
2436,주주들의 안전을 위해,1
2437,이재명에게 충성하,1
2438,돈이 묶여있으니 손해지,0
2439,퍼 대깨문의 저주,0
2440,존리선생님께서 믿음이중요하다고하셨더,1
2441,주린이 방학 재미로 삼전 주 들고있는,1
2442,문대통령님 지지율 프로 엄청나구나,0
2443,논리적인 글이 무엇이냐면,1
2444,연기금 잘 파네 계속 팔어,1
2445,중국은 억지 법을 만들어서 기업을 지원하,0
2446,사문서 위조가 생활화된 처 장모는 조사도,0
2447,국짐당지지 부동산투기가 민주당보다 배,0
2448,무섭다,0
2449,권력자들이 의전 좋아한다,1
2450,삼성의 가치는,1
2451,매수 그만해,0
2452,악마종자들아 느그덜 아킬레스건 부정선거,0
2453,국짐 범죄당,0
2454,더러운 대한민국 주식시장,0
2455,공포인 이유,0
2456,더불어더듬당 박범계의 고백,1
2457,그와중 민주당 지지율은 그대로임,0
2458,나스닥 선물 좋다,1
2459,현재 엔화 강세로 전환되었다,1
2460,자녀를위해 계속 만원씩 넣었습니다,0
2461,걱정하지마라 호재뉴스떳다,0
2462,좌빨 페미가 죽인 여자 동창생,0
2463,승리 전입 보고,1
2464,민영화 하라,0
2465,한국주식 어렵다,0
2466,윤석열은 집이 없어서 주택청약을 하지 않,0
2467,믿고 투자했는데,1
2468,친중 굴욕외교 안 하고 문정부 비리 단죄,0
